시장상식,CB란 무엇인가요?,주식으로 전환 가능한 채권,회사채의 다른 이름,1,고급,"CB(Convertible Bond)는 일정한 조건 하에서 주식으로 전환할 수 있는 채권입니다. 평상시에는 이자를 받는 채권이지만, 주가가 오르면 주식으로 바꿔서 자본이득을 노릴 수 있어요. 주식과 채권의 장점을 결합한 상품입니다."
시장상식,BW의 특징은?,신주인수권을 별도 행사,자동으로 주식 전환,1,고급,"BW(Bond with Warrant)는 채권에 신주인수권이 부착된 상품으로, 채권과 신주인수권을 별도로 행사할 수 있습니다. CB와 달리 채권은 그대로 두고 신주인수권만 행사해서 주식을 추가로 살 수 있어요."
시장상식,ELS의 위험요소는?,기초자산 하락 시 원금손실,만기 전 중도해지 불가,1,응용,"ELS(Equity Linked Security)는 주가지수나 개별 주식에 연계된 파생상품으로, 기초자산이 크게 하락하면 원금 손실이 발생할 수 있습니다. 높은 수익률을 제공하지만 원금보장이 되지 않는 위험상품입니다."
시장상식,공모펀드와 사모펀드의 차이점은?,투자자 제한 여부,투자 대상의 차이,1,초급,"공모펀드는 일반 대중에게 공개 판매하는 펀드이고, 사모펀드는 소수의 전문투자자만 투자할 수 있는 펀드입니다. 공모펀드는 규제가 많은 대신 안전성이 높고, 사모펀드는 규제가 적은 대신 더 공격적인 투자가 가능해요."
시장상식,헤지펀드의 전략 특징은?,절대수익 추구,시장 수익률 추종,1,고급,"헤지펀드는 시장 상황에 관계없이 절대수익을 추구하는 대안투자 펀드입니다. 공매도, 파생상품, 레버리지 등 다양한 전략을 활용해요. 높은 수수료를 받는 대신 시장보다 높은 성과를 목표로 합니다."
시장상식,인덱스 펀드의 장점은?,낮은 비용으로 시장 수익률 확보,시장보다 높은 수익률 보장,1,응용,"인덱스 펀드는 특정 지수를 그대로 따라가는 수동 운용 펀드로, 가장 큰 장점은 낮은 비용입니다. 별도의 종목 선택 없이 지수 구성종목을 그대로 매수하므로 운용보수가 매우 낮아요. 시장 평균 수익률을 안정적으로 확보할 수 있습니다."
시장상식,밸류 투자의 핵심 철학은?,내재가치보다 싸게 사기,성장률이 높은 기업 찾기,1,초급,"밸류 투자는 기업의 내재가치보다 낮은 가격에 거래되는 주식을 찾아 투자하는 전략입니다. 워렌 버핏이 대표적인 밸류 투자자예요. PER, PBR 등이 낮고 배당수익률이 높은 저평가 주식을 장기 보유합니다."
시장상식,그로스 투자의 특징은?,높은 성장률에 베팅,안정적인 배당에 집중,1,응용,"그로스(성장) 투자는 매출액이나 이익이 빠르게 성장하는 기업에 투자하는 전략입니다. 높은 성장률을 위해 PER이 높더라도 기꺼이 프리미엄을 지불해요. 현재 수익보다는 미래 가능성에 투자하므로 변동성이 크지만, 성공할 경우 큰 수익을 거둘 수 있습니다."
시장상식,모멘텀 투자란 무엇인가요?,상승 추세를 따라가는 투자,하락할 때 매수하는 투자,1,고급,"모멘텀 투자는 주가나 실적의 상승 추세가 당분간 지속될 것이라고 보고 추세를 따라가는 투자 전략입니다. 기술적 분석을 많이 활용하며 상승하는 주식을 매수해요. 추세가 지속되는 동안은 큰 수익을 거둘 수 있지만, 추세 전환 시 손실 위험이 큽니다."
시장상식,컨트래리언 투자의 의미는?,대중 심리와 반대로 투자,대중 심리를 따라 투자,1,응용,"컨트래리언(역발상) 투자는 시장의 대중 심리와 반대로 투자하는 전략입니다. 모든 사람이 팔 때 사고, 모든 사람이 살 때 파는 방식이에요. '남들이 탐욕스러울 때 두려워하고, 남들이 두려워할 때 탐욕스러워야 한다'는 워렌 버핏의 격언이 대표적입니다."
시장상식,달러코스트 평균법이란?,정기적으로 일정 금액 투자,한 번에 모든 자금 투자,1,초급,"달러코스트 평균법(DCA)은 주가 변동에 관계없이 정기적으로 일정 금액을 투자하는 방법입니다. 주가가 높을 때는 적게, 낮을 때는 많이 사게 되어 평균 단가를 낮출 수 있어요. 적립식 투자의 기본 원리입니다."
기본개념,주식이란 무엇인가요?,회사 소유권의 일부,회사에 빌려준 돈,1,초급,"주식은 회사 소유권의 일부를 나타내는 증권입니다. 주식을 사면 그 회사의 주주가 되어 회사의 이익에 참여하고 경영에 참여할 권리를 갖게 돼요. 회사가 성장하면 주가도 올라가고, 배당도 받을 수 있습니다."
기본개념,시가총액이란 무엇인가요?,현재주가×발행주식수,순이익×PER,1,초급,"시가총액 = 현재주가×발행주식수입니다. 해당 기업의 총 가치를 의미해요. 예: 주가 70000원, 발행주식 59억주면 시총 약 413조원입니다. 회사를 통째로 사려면 필요한 돈이라고 생각하면 쉬워요."
기본개념,액면분할은 왜 하나요?,투자 접근성 개선,주주 수 증가,1,응용,"액면분할은 1주를 여러 주로 나누어 주가를 낮추는 것입니다. 시총은 그대로지만 투자 접근성이 높아져요. 예: 100000원 1주를 50000원 2주로 분할하면 소액투자자도 사기 쉬워집니다. 분할 후 유동성 증가로 주가 상승 효과가 나타나기도 합니다."
기본개념,주식의 액면가란 무엇인가요?,주식 발행 시 기준 가격,현재 거래되는 시장 가격,1,초급,"액면가는 주식 발행 시 정해지는 기준 가격으로, 회사의 자본금을 계산할 때 사용됩니다. 예: 액면가 5000원, 발행주식 100만주라면 자본금은 50억원입니다. 현재는 대부분 주식이 액면가보다 높게 거래되며, 실제 투자 판단과는 큰 관련이 없어요."
기본개념,보통주와 우선주의 차이는?,의결권 vs 배당 우선권,거래량 차이,1,응용,"보통주는 의결권이 있어 경영에 참여할 수 있지만, 우선주는 의결권 대신 배당에서 우선권을 갖습니다. 우선주는 보통 보통주보다 주가가 낮게 형성되며, 안정적인 배당수익을 원하는 투자자가 선호합니다."
기본개념,주주총회에서 결정하는 주요 사안은?,이사 선임과 배당,일상적인 경영 업무,1,고급,"주주총회는 주주들이 모여 회사의 중요한 사항을 결정하는 최고 의결기구입니다. 이사 선임, 배당, 정관 변경, 합병 등 중요한 사안을 다뤄요. 보통주 보유자만 의결권을 행사할 수 있어요."
기본개념,증권거래세는 언제 내나요?,주식 매도 시,주식 매수 시,1,초급,"증권거래세는 주식을 매도할 때 매도금액의 일정 비율로 부과되는 세금입니다. 현재 코스피는 0.20%, 코스닥은 0.25%예요. 매수할 때는 증권거래세가 없고, 대신 매매 시마다 증권회사에 수수료를 지불해야 해요."
기본개념,양도소득세 기준은 무엇인가요?,대주주 여부와 보유기간,매매 횟수,1,응용,"개인투자자의 경우 대주주(지분 1% 이상 또는 시가 10억원 이상)가 아니면 양도소득세가 면제됩니다. 대주주는 양도차익에 대해 22% 또는 27.5%의 세율을 적용해요. 중소형주 투자 시에는 대부분 면세 혜택을 받습니다."
기본개념,한국주식 거래 시간은 언제인가요?,오전 9시-오후 3시 30분,오전 8시-오후 4시,1,초급,"한국 주식시장의 정규 거래시간은 오전 9시부터 오후 3시 30분까지입니다. 오전 8시부터는 시간외 거래가 가능하고, 장 마감 후에도 시간외 단일가 거래가 있어요. 공휴일과 주말에는 거래가 중단됩니다."
기본개념,호가 단위는 어떻게 정해지나요?,주가 수준에 따라 차등,모든 주식 동일하게,1,응용,"호가 단위는 주가 수준에 따라 다르게 정해집니다. 1만원 미만은 5원 단위, 1만-5만원은 10원, 5만-10만원은 50원, 10만-50만원은 100원 단위예요. 높은 주가일수록 호가 단위가 커집니다."
기본개념,상한가와 하한가는 몇 퍼센트인가요?,±30%,±20%,1,초급,"한국 주식시장의 일일 가격제한폭은 전일 종가 기준 ±30%입니다. 30% 오르면 상한가, 30% 내리면 하한가예요. 이는 급격한 가격 변동을 방지해 투자자를 보호하기 위한 제도입니다."
기본개념,주식 분할매매는 왜 중요한가요?,평균단가 조절과 리스크 분산,수수료 절약,1,고급,"분할매매는 한 번에 모든 물량을 거래하지 않고 여러 번에 나눠서 매매하는 방법입니다. 평균단가를 유리하게 만들고 시장 충격을 줄일 수 있어요. 특히 대량 거래 시 시장가격에 미치는 영향을 최소화할 수 있어요."
기본개념,시장가 주문과 지정가 주문의 차이는?,즉시 체결 vs 가격 지정,거래량 차이,1,응용,"시장가 주문은 가격에 관계없이 즉시 체결되는 주문이고, 지정가 주문은 원하는 가격을 정해서 내는 주문입니다. 시장가는 확실한 체결이 장점이지만 예상과 다른 가격에 거래될 수 있어요."
기본개념,주식 계좌 개설 시 필요한 것은?,신분증과 입출금 통장,소득증명서,1,초급,"주식 계좌 개설 시에는 본인 확인을 위한 신분증과 입출금을 위한 은행 통장이 필요합니다. 최근에는 온라인으로도 간편하게 개설할 수 있어요. 미성년자는 부모 동의가 필요하고, 외국인은 추가 서류가 요구될 수 있어요."
기본개념,주식 매매 수수료는 얼마인가요?,매매대금의 0.015% 내외,매매 건수당 고정 금액,1,응용,"주식 매매 수수료는 보통 매매대금의 0.015% 내외입니다(증권회사마다 차이). 온라인이 오프라인보다 저렴하고, 거래량이 많을수록 우대 혜택이 있습니다. 최근에는 수수료 경쟁으로 0.01% 이하까지 내려간 곳도 있어요."
기본개념,주식용어 'PER'을 한글로 하면?,주가수익비율,주가매출비율,1,초급,"PER(Price Earnings Ratio)의 한글 표기는 주가수익비율입니다. 주가를 주당순이익(EPS)으로 나눈 값으로, 현재 주가가 1주당 이익의 몇 배인지 보여줘요. 쉽게 말해 현재 주가 수준에서 원금을 회수하려면 몇 년이 걸리는지를 나타내는 지표입니다."
기본개념,'공시'란 무엇인가요?,중요 정보의 공개 의무,주가 전망 발표,1,응용,"공시는 상장회사가 투자자에게 경영상 중요한 정보를 의무적으로 공개하는 제도입니다. 재무제표, 지분 변동, 경영권 변화 등을 투자자가 알 수 있도록 해요. 금융감독원의 전자공시시스템(DART)에서 모든 공시를 확인할 수 있어요."
기본개념,IR이란 무엇의 줄임말인가요?,투자자 관계,이자율,1,고급,"IR(Investor Relations)은 투자자 관계를 뜻하며, 기업이 투자자들과 소통하는 모든 활동을 말합니다. 실적 발표회, 공장 견학, 1대1 미팅 등이 여기에 포함돼요. 좋은 IR은 기업가치 제고에 중요한 역할을 하며, 투자자들의 이해도를 높입니다."
기본개념,애널리스트가 하는 일은?,기업 분석과 투자의견 제시,주식 직접 매매,1,응용,"애널리스트는 증권회사나 자산운용회사에서 특정 기업이나 업종을 전문적으로 분석하는 사람입니다. 재무제표 분석, 산업 동향 파악, 경영진 미팅 등을 통해 투자의견을 제시해요. 이들의 의견은 주가에 큰 영향을 미치기도 해요."
기본개념,블록딜이란 무엇인가요?,대량 주식의 장외 거래,소액 주식의 분할 거래,1,고급,"블록딜은 대량의 주식을 정규 시장이 아닌 장외에서 거래하는 방법입니다. 보통 시가총액의 1% 이상 또는 50억원 이상 거래 시 활용해요. 시장 충격을 줄이고 거래 비용을 절약할 수 있어요."
기본개념,스마트 베타란 무엇인가요?,특정 팩터에 기반한 투자,인공지능 투자,1,고급,"스마트 베타는 시가총액 가중 대신 밸류, 모멘텀, 저변동성 등 특정 팩터에 기반해 포트폴리오를 구성하는 투자 방법입니다. 시장 평균보다 나은 성과나 낮은 위험을 추구하며, 패시브와 액티브의 중간 형태로 평가됩니다."
기본개념,포트폴리오 리밸런싱이란?,자산 비중 조정,수익률 재계산,1,응용,"리밸런싱은 시간이 지나면서 변한 자산 비중을 원래 목표 비중으로 되돌리는 과정입니다. 이를 통해 위험을 관리하고, '고평가 자산은 팔고 저평가 자산은 사는' 역발상 효과도 얻을 수 있습니다."
기본개념,자산배분이 중요한 이유는?,리스크 분산과 안정성 확보,높은 수익률 보장,1,초급,"자산배분은 주식, 채권, 부동산, 현금 등 서로 다른 자산에 분산 투자하는 것으로, 리스크를 줄이고 안정성을 높이는 것이 목적입니다. 한 자산이 하락해도 다른 자산이 방어막 역할을 해요."
기본개념,주식투자의 기본 원칙은?,분산투자와 장기투자,집중투자와 단기투자,1,초급,"주식투자의 기본 원칙은 분산투자와 장기투자입니다. 여러 종목과 업종에 나누어 투자해 리스크를 분산하고, 단기 변동에 일희일비하지 말고 장기적 관점에서 투자해야 해요. '계란을 한 바구니에 담지 마라'는 격언이 분산투자의 중요성을 말해줍니다."
배당,배당이란 무엇인가요?,기업이 주주에게 주는 이익 분배,기업이 은행에서 받는 이자,1,초급,"배당은 기업이 벌어들인 이익을 주주들에게 현금으로 나누어 주는 것입니다. 주식을 보유한 대가로 받는 수익이에요. 예: 주당 1000원 배당을 준다면, 100주 보유 시 10만원을 받게 됩니다. 정기적인 현금수익을 얻을 수 있는 투자의 매력 중 하나입니다."
배당,배당수익률은 어떻게 계산하나요?,연간배당금÷주가,배당금÷순이익,1,초급,"배당수익률 = (연간배당금÷현재주가)×100입니다. 주가 대비 1년간 받을 수 있는 배당금 비율이에요. 예: 주가 50000원, 연간배당 1000원이면 배당수익률 2%입니다. 배당 투자의 기본 지표로, 은행 예금금리와 비교해서 투자 매력도를 판단할 수 있어요."
배당,배당락일이란 무엇인가요?,배당 권리가 소멸되는 날,배당금을 지급하는 날,1,응용,"배당락일은 배당을 받을 권리가 소멸되는 날로, 이날부터는 주식을 사도 해당 배당을 받을 수 없어요. 보통 배당락일에 주가가 배당금만큼 하락합니다. 배당 투자 시 락일을 잘못 계산하면 예상과 다른 수익률이 나올 수 있으니 주의하세요."
배당,중간배당과 기말배당의 차이는?,지급 시기,배당 금액,1,고급,"중간배당은 사업연도 중간에 지급하는 배당이고, 기말배당은 연말 결산 후 지급하는 배당입니다. 중간배당은 이사회 결정만으로 가능하지만, 기말배당은 주주총회 승인이 필요합니다. 연간 총 배당금은 중간배당과 기말배당을 합한 금액으로 계산해요."
배당,배당성향이 높다는 것은?,이익 중 배당 비중이 크다,부채가 많다,1,응용,"배당성향 = 배당금÷당기순이익×100입니다. 벌어들인 이익 중 얼마를 주주에게 배당으로 돌려주는지 보여줍니다. 너무 높으면 성장투자 여력이 부족할 수 있고, 보통 20-40%가 적정 수준입니다. 성숙한 기업일수록 배당성향이 높은 경향이 있어요."
배당,배당 재투자의 장점은?,복리 효과로 수익 증대,세금 혜택,1,초급,"배당 재투자는 받은 배당금으로 다시 같은 주식을 사는 것으로, 복리 효과를 통해 장기 수익을 극대화할 수 있습니다. 시간이 갈수록 보유 주식수가 늘어나 배당금도 더 많이 받게 되는 선순환 구조입니다."
배당,특별배당은 언제 지급하나요?,일회성 큰 수익 발생 시,매년 정기적으로,1,고급,"특별배당은 부동산 매각, 사업 매각 등으로 일회성 큰 수익이 발생했을 때 지급하는 추가 배당입니다. 정기배당과는 별개로 임시로 주주에게 돌려주는 것이에요. 지속성이 없으므로 투자 판단 시 정기배당과 구분해서 봐야 해요."
배당,고배당주 투자 시 주의점은?,배당 지속가능성 확인,높은 배당수익률만 추구,1,응용,"고배당주 투자 시 가장 중요한 것은 배당의 지속가능성입니다. 일시적으로 높은 배당을 주다가 삭감하면 배당수익률과 주가가 동시에 하락할 위험이 있어요. 배당성향, 현금흐름, 부채비율 등을 종합적으로 분석해서 지속 가능한 배당인지 확인해야 해요."
배당,REIT의 배당 특징은?,임대수익의 90% 이상 배당,일반 기업보다 낮은 배당,1,고급,"리츠(REIT)는 법적으로 임대수익의 90% 이상을 배당으로 지급해야 하므로 일반적으로 높은 배당수익률을 보입니다. 부동산 임대료가 안정적이므로 배당의 지속성도 높습니다. 다만 부동산 경기나 금리 변동에 민감하게 반응할 수 있어요."
배당,월배당 ETF의 장점은?,매월 현금흐름 확보,연간 수익률이 더 높다,1,응용,"월배당 ETF는 매월 배당을 지급해 정기적인 현금흐름을 확보할 수 있는 것이 가장 큰 장점입니다. 은퇴자나 현금흐름이 필요한 투자자에게 유용해요. 다만 매월 배당하는 만큼 개별 배당금액은 작고, 세금도 자주 발생한다는 단점이 있어요."
배당,배당금에 대한 세금은 얼마인가요?,15.4%,22%,1,초급,"배당소득세는 15.4%(소득세 14% + 지방소득세 1.4%)입니다. 2000만원 이하 배당소득은 분리과세를 선택할 수 있고, 초과분은 종합소득세 신고 대상입니다. 외국 배당의 경우 현지에서 원천징수 후 국내에서 추가 과세됩니다."
배당,배당 투자의 세금 효율성을 높이는 방법은?,ISA나 연금계좌 활용,고배당주만 선택,1,고급,"배당 투자의 세금 부담을 줄이려면 ISA(개인종합자산관리계좌)나 연금계좌를 활용하는 것이 좋습니다. ISA는 연간 400만원까지 배당소득 비과세 혜택이 있고, IRP나 DC형 퇴직연금은 배당소득이 과세이연돼요."
배당,배당 커버리지란 무엇인가요?,이익으로 배당을 감당할 수 있는 정도,배당금의 증가율,1,응용,"배당 커버리지 = 주당순이익÷주당배당금입니다. 당기순이익이 배당금을 몇 배나 커버할 수 있는지 보여주는 지표예요. 높을수록 배당의 안정성이 높고, 1.5배 이상이면 안전하다고 봅니다. 1배 미만이면 적자 배당을 의미해 지속가능성에 의문이 생겨요."
배당,누적우선주와 비누적우선주의 차이는?,미지급 배당의 이월 여부,배당률의 차이,1,고급,"누적우선주는 특정 연도에 배당을 못 받으면 그 배당이 다음 연도로 누적되지만, 비누적우선주는 그 해 배당을 못 받으면 영영 받을 수 없어요. 투자자 입장에서는 누적우선주가 더 유리합니다."
배당,전환우선주란 무엇인가요?,보통주로 전환 가능한 우선주,배당률이 변하는 우선주,1,고급,"전환우선주는 일정한 조건 하에서 보통주로 전환할 수 있는 우선주입니다. 안정적인 배당을 받다가 주가가 오르면 보통주로 바꿔서 자본이득도 노릴 수 있어요. 우선주와 보통주의 장점을 결합한 상품입니다."
배당,배당성장주 투자의 핵심은?,지속적인 배당 증가,높은 초기 배당수익률,1,응용,"배당성장주 투자는 현재 배당수익률보다 지속적으로 배당을 늘려가는 기업에 투자하는 전략입니다. 시간이 지날수록 투자원금 대비 배당수익률이 높아지는 효과를 누릴 수 있어요. 단순 고배당주보다 장기적으로 더 유리할 수 있어요."
배당,배당 투자 시 인플레이션 헤지 효과는?,배당 증가로 실질가치 보전,물가 상승과 무관,1,고급,"우량한 배당주들은 물가 상승에 맞춰 배당을 늘려가므로 인플레이션 헤지 효과가 있습니다. 기업이 인플레이션에 맞춰 제품 가격을 올리고 배당도 늘리기 때문이에요. 장기 배당 투자가 인플레이션으로부터 구매력을 보호하는 수단이 되는 이유입니다."
배당,고배당 ETF 투자 시 고려사항은?,분산효과와 운용보수,개별 종목 선택권,1,응용,"고배당 ETF는 여러 고배당주에 분산투자하는 효과가 있지만, 운용보수와 구성 종목을 반드시 확인해야 합니다. 편의성과 비용을 비교해서 선택하세요."
배당,배당투자와 성장투자 중 어느 것이 좋은가요?,투자 목적에 따라 다르다,항상 배당투자가 좋다,1,초급,"배당투자와 성장투자 중 어느 것이 좋다고 단정할 수는 없어요. 현재 현금흐름이 필요하다면 배당투자가, 장기적으로 큰 수익을 노린다면 성장투자가 유리할 수 있습니다. 나이, 투자목적, 위험성향에 따라 적절한 비율로 섞어서 투자하는 것이 좋아요."
배당,배당 삭감이 주가에 미치는 영향은?,부정적 영향이 크다,긍정적 영향이 크다,1,고급,"배당 삭감은 일반적으로 주가에 부정적 영향을 미칩니다. 회사의 실적 악화나 현금흐름 문제를 시사하기 때문이에요. 또한 배당 투자자들이 주식을 매도할 가능성이 높아져 주가 하락 압력이 커집니다. 단, 미래 성장을 위한 전략적 선택이라면 장기적으로는 긍정적일 수도 있어요."
배당,배당주의 계절성 효과란?,연말연초 수요 증가,여름철 수요 증가,1,응용,"배당주는 보통 연말연초에 수요가 증가하는 계절성을 보입니다. 연말 배당 확정과 신년 투자 계획 수립 시기가 겹치기 때문이에요. 또한 배당락 이전에 매수 수요가 몰리는 경우도 많습니다. 이러한 패턴을 이해하고 투자 타이밍을 조절하면 더 유리한 가격에 매수할 수 있어요."
배당,REITs 투자 시 주의사항은?,금리 변동 위험,임대료 변동 위험,1,고급,"REITs 투자 시 가장 주의해야 할 것은 금리 변동 위험입니다. 금리가 오르면 REITs의 상대적 매력이 떨어지고, 차입비용 증가로 수익성이 악화될 수 있어요. 또한 부동산 경기 변동이나 임대율 하락도 배당에 영향을 미칠 수 있으니 부동산 시장 동향을 잘 살펴봐야 합니다."
